"SL No","Question Name","Rating","Tag","URL","Solved"
"970","Second Minimum Node In a Binary Tree","1","Easy","https://leetcode.com/problems/second-minimum-node-in-a-binary-tree/","No"
"971","Maximum Swap","2","Medium","https://leetcode.com/problems/maximum-swap/","No"
"972","Trim a Binary Search Tree","2","Medium","https://leetcode.com/problems/trim-a-binary-search-tree/","Yes"
"973","Kth Smallest Number in Multiplication Table","3","Hard","https://leetcode.com/problems/kth-smallest-number-in-multiplication-table/","No"
"974","Beautiful Arrangement II","2","Medium","https://leetcode.com/problems/beautiful-arrangement-ii/","No"
"975","Non-decreasing Array","2","Medium","https://leetcode.com/problems/non-decreasing-array/","No"
"976","Strange Printer","3","Hard","https://leetcode.com/problems/strange-printer/","No"
"977","Maximum Width of Binary Tree","2","Medium","https://leetcode.com/problems/maximum-width-of-binary-tree/","No"
"978","Image Smoother","1","Easy","https://leetcode.com/problems/image-smoother/","No"
"979","Split Array into Consecutive Subsequences","2","Medium","https://leetcode.com/problems/split-array-into-consecutive-subsequences/","No"
"980","Find K Closest Elements","2","Medium","https://leetcode.com/problems/find-k-closest-elements/","Yes"
"981","Robot Return to Origin","1","Easy","https://leetcode.com/problems/robot-return-to-origin/","No"
"982","Print Binary Tree","2","Medium","https://leetcode.com/problems/print-binary-tree/","No"
"983","Maximum Binary Tree","2","Medium","https://leetcode.com/problems/maximum-binary-tree/","No"
"984","Two Sum IV - Input is a BST","1","Easy","https://leetcode.com/problems/two-sum-iv-input-is-a-bst/","No"
"985","Find Duplicate Subtrees","2","Medium","https://leetcode.com/problems/find-duplicate-subtrees/","No"
"986","2 Keys Keyboard","2","Medium","https://leetcode.com/problems/2-keys-keyboard/","Yes"
"987","Dota2 Senate","2","Medium","https://leetcode.com/problems/dota2-senate/","No"
"988","Replace Words","2","Medium","https://leetcode.com/problems/replace-words/","No"
"989","Palindromic Substrings","2","Medium","https://leetcode.com/problems/palindromic-substrings/","No"
"990","Maximum Length of Pair Chain","2","Medium","https://leetcode.com/problems/maximum-length-of-pair-chain/","No"
"991","Set Mismatch","1","Easy","https://leetcode.com/problems/set-mismatch/","No"
"992","Maximum Average Subarray I","1","Easy","https://leetcode.com/problems/maximum-average-subarray-i/","No"
"993","Solve the Equation","2","Medium","https://leetcode.com/problems/solve-the-equation/","No"
"994","Decode Ways II","3","Hard","https://leetcode.com/problems/decode-ways-ii/","No"
"995","Shopping Offers","2","Medium","https://leetcode.com/problems/shopping-offers/","No"
"996","Average of Levels in Binary Tree","1","Easy","https://leetcode.com/problems/average-of-levels-in-binary-tree/","No"
"997","Exclusive Time of Functions","2","Medium","https://leetcode.com/problems/exclusive-time-of-functions/","No"
"998","Sum of Square Numbers","2","Medium","https://leetcode.com/problems/sum-of-square-numbers/","Yes"
"999","Smallest Range Covering Elements from K Lists","3","Hard","https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists/","No"
"1000","Course Schedule III","3","Hard","https://leetcode.com/problems/course-schedule-iii/","No"
"1001","K Inverse Pairs Array","3","Hard","https://leetcode.com/problems/k-inverse-pairs-array/","No"
"1002","Maximum Product of Three Numbers","1","Easy","https://leetcode.com/problems/maximum-product-of-three-numbers/","No"
"1003","Add One Row to Tree","2","Medium","https://leetcode.com/problems/add-one-row-to-tree/","No"
"1004","Task Scheduler","2","Medium","https://leetcode.com/problems/task-scheduler/","Yes"
"1005","Merge Two Binary Trees","1","Easy","https://leetcode.com/problems/merge-two-binary-trees/","No"
"1006","Valid Triangle Number","2","Medium","https://leetcode.com/problems/valid-triangle-number/","No"
"1007","Find Duplicate File in System","2","Medium","https://leetcode.com/problems/find-duplicate-file-in-system/","No"
"1008","Construct String from Binary Tree","1","Easy","https://leetcode.com/problems/construct-string-from-binary-tree/","No"
"1009","Can Place Flowers","1","Easy","https://leetcode.com/problems/can-place-flowers/","No"
"1010","Non-negative Integers without Consecutive Ones","3","Hard","https://leetcode.com/problems/non-negative-integers-without-consecutive-ones/","No"
"1011","Minimum Index Sum of Two Lists","1","Easy","https://leetcode.com/problems/minimum-index-sum-of-two-lists/","Yes"
"1012","Range Addition II","1","Easy","https://leetcode.com/problems/range-addition-ii/","No"
"1013","Longest Harmonious Subsequence","1","Easy","https://leetcode.com/problems/longest-harmonious-subsequence/","Yes"
"1014","Valid Square","2","Medium","https://leetcode.com/problems/valid-square/","Yes"
"1015","Fraction Addition and Subtraction","2","Medium","https://leetcode.com/problems/fraction-addition-and-subtraction/","No"
"1016","Tag Validator","3","Hard","https://leetcode.com/problems/tag-validator/","No"
"1017","Erect the Fence","3","Hard","https://leetcode.com/problems/erect-the-fence/","No"
"1018","Delete Operation for Two Strings","2","Medium","https://leetcode.com/problems/delete-operation-for-two-strings/","No"
"1019","Shortest Unsorted Continuous Subarray","2","Medium","https://leetcode.com/problems/shortest-unsorted-continuous-subarray/","No"
"1020","Out of Boundary Paths","2","Medium","https://leetcode.com/problems/out-of-boundary-paths/","No"
"1021","Distribute Candies","1","Easy","https://leetcode.com/problems/distribute-candies/","No"
"1022","Subtree of Another Tree","1","Easy","https://leetcode.com/problems/subtree-of-another-tree/","No"
"1023","Permutation in String","2","Medium","https://leetcode.com/problems/permutation-in-string/","No"
"1024","Reshape the Matrix","1","Easy","https://leetcode.com/problems/reshape-the-matrix/","No"
"1025","Array Nesting","2","Medium","https://leetcode.com/problems/array-nesting/","No"
"1026","Find the Closest Palindrome","3","Hard","https://leetcode.com/problems/find-the-closest-palindrome/","No"
"1027","Binary Tree Tilt","1","Easy","https://leetcode.com/problems/binary-tree-tilt/","No"
"1028","Array Partition I","1","Easy","https://leetcode.com/problems/array-partition-i/","Yes"
"1029","Subarray Sum Equals K","2","Medium","https://leetcode.com/problems/subarray-sum-equals-k/","No"
"1030","Reverse Words in a String III","1","Easy","https://leetcode.com/problems/reverse-words-in-a-string-iii/","No"
"1031","Next Greater Element III","2","Medium","https://leetcode.com/problems/next-greater-element-iii/","No"
"1032","Brick Wall","2","Medium","https://leetcode.com/problems/brick-wall/","No"
"1033","Optimal Division","2","Medium","https://leetcode.com/problems/optimal-division/","No"
"1034","Student Attendance Record II","3","Hard","https://leetcode.com/problems/student-attendance-record-ii/","No"
"1035","Student Attendance Record I","1","Easy","https://leetcode.com/problems/student-attendance-record-i/","No"
"1036","Number of Provinces","2","Medium","https://leetcode.com/problems/number-of-provinces/","Yes"
"1037","Remove Boxes","3","Hard","https://leetcode.com/problems/remove-boxes/","No"
"1038","Diameter of Binary Tree","1","Easy","https://leetcode.com/problems/diameter-of-binary-tree/","Yes"
"1039","01 Matrix","2","Medium","https://leetcode.com/problems/01-matrix/","No"
"1040","Reverse String II","1","Easy","https://leetcode.com/problems/reverse-string-ii/","No"
"1041","Single Element in a Sorted Array","2","Medium","https://leetcode.com/problems/single-element-in-a-sorted-array/","No"
"1042","Minimum Time Difference","2","Medium","https://leetcode.com/problems/minimum-time-difference/","No"
"1043","Convert BST to Greater Tree","2","Medium","https://leetcode.com/problems/convert-bst-to-greater-tree/","Yes"
"1044","Complex Number Multiplication","2","Medium","https://leetcode.com/problems/complex-number-multiplication/","No"
"1045","Encode and Decode TinyURL","2","Medium","https://leetcode.com/problems/encode-and-decode-tinyurl/","No"
"1046","K-diff Pairs in an Array","2","Medium","https://leetcode.com/problems/k-diff-pairs-in-an-array/","No"
"1047","Minimum Absolute Difference in BST","1","Easy","https://leetcode.com/problems/minimum-absolute-difference-in-bst/","No"
"1048","Minesweeper","2","Medium","https://leetcode.com/problems/minesweeper/","No"
"1049","Swapping Nodes in a Linked List","2","Medium","https://leetcode.com/problems/swapping-nodes-in-a-linked-list/","Yes"
"1050","Beautiful Arrangement","2","Medium","https://leetcode.com/problems/beautiful-arrangement/","No"
"1051","Contiguous Array","2","Medium","https://leetcode.com/problems/contiguous-array/","Yes"
"1052","Longest Word in Dictionary through Deleting","2","Medium","https://leetcode.com/problems/longest-word-in-dictionary-through-deleting/","No"
"1053","Continuous Subarray Sum","2","Medium","https://leetcode.com/problems/continuous-subarray-sum/","No"
"1054","Longest Uncommon Subsequence II","2","Medium","https://leetcode.com/problems/longest-uncommon-subsequence-ii/","No"
"1055","Longest Uncommon Subsequence I","1","Easy","https://leetcode.com/problems/longest-uncommon-subsequence-i/","No"
"1056","Detect Capital","1","Easy","https://leetcode.com/problems/detect-capital/","Yes"
"1057","Coin Change 2","2","Medium","https://leetcode.com/problems/coin-change-2/","No"
"1058","Super Washing Machines","3","Hard","https://leetcode.com/problems/super-washing-machines/","No"
"1059","Longest Palindromic Subsequence","2","Medium","https://leetcode.com/problems/longest-palindromic-subsequence/","No"
"1060","Find Largest Value in Each Tree Row","2","Medium","https://leetcode.com/problems/find-largest-value-in-each-tree-row/","No"
"1061","Freedom Trail","3","Hard","https://leetcode.com/problems/freedom-trail/","No"
"1062","Find Bottom Left Tree Value","2","Medium","https://leetcode.com/problems/find-bottom-left-tree-value/","No"
"1063","Most Frequent Subtree Sum","2","Medium","https://leetcode.com/problems/most-frequent-subtree-sum/","No"
"1064","Perfect Number","1","Easy","https://leetcode.com/problems/perfect-number/","No"
"1065","Relative Ranks","1","Easy","https://leetcode.com/problems/relative-ranks/","No"
"1066","Base 7","1","Easy","https://leetcode.com/problems/base-7/","No"
"1067","Next Greater Element II","2","Medium","https://leetcode.com/problems/next-greater-element-ii/","No"
"1068","IPO","3","Hard","https://leetcode.com/problems/ipo/","No"
"1069","Find Mode in Binary Search Tree","1","Easy","https://leetcode.com/problems/find-mode-in-binary-search-tree/","No"
"1070","Keyboard Row","1","Easy","https://leetcode.com/problems/keyboard-row/","No"
"1071","Diagonal Traverse","2","Medium","https://leetcode.com/problems/diagonal-traverse/","No"
"1072","Next Greater Element I","1","Easy","https://leetcode.com/problems/next-greater-element-i/","No"
"1073","Teemo Attacking","1","Easy","https://leetcode.com/problems/teemo-attacking/","No"
"1074","Target Sum","2","Medium","https://leetcode.com/problems/target-sum/","No"
"1075","Reverse Pairs","3","Hard","https://leetcode.com/problems/reverse-pairs/","Yes"
"1076","Construct the Rectangle","1","Easy","https://leetcode.com/problems/construct-the-rectangle/","No"
"1077","Increasing Subsequences","2","Medium","https://leetcode.com/problems/increasing-subsequences/","No"
"1078","Kth Smallest Instructions","3","Hard","https://leetcode.com/problems/kth-smallest-instructions/","No"
"1079","Zuma Game","3","Hard","https://leetcode.com/problems/zuma-game/","No"
"1080","Predict the Winner","2","Medium","https://leetcode.com/problems/predict-the-winner/","No"
"1081","Max Consecutive Ones","1","Easy","https://leetcode.com/problems/max-consecutive-ones/","No"
"1082","Smallest Good Base","3","Hard","https://leetcode.com/problems/smallest-good-base/","No"
"1083","License Key Formatting","1","Easy","https://leetcode.com/problems/license-key-formatting/","No"
"1084","Magical String","2","Medium","https://leetcode.com/problems/magical-string/","No"
"1085","Sliding Window Median","3","Hard","https://leetcode.com/problems/sliding-window-median/","No"
"1086","Largest Palindrome Product","3","Hard","https://leetcode.com/problems/largest-palindrome-product/","No"
"1087","Total Hamming Distance","2","Medium","https://leetcode.com/problems/total-hamming-distance/","No"
"1088","Number Complement","1","Easy","https://leetcode.com/problems/number-complement/","No"
"1089","Heaters","2","Medium","https://leetcode.com/problems/heaters/","No"
"1090","Ones and Zeroes","2","Medium","https://leetcode.com/problems/ones-and-zeroes/","No"
"1091","Matchsticks to Square","2","Medium","https://leetcode.com/problems/matchsticks-to-square/","No"
"1092","Concatenated Words","3","Hard","https://leetcode.com/problems/concatenated-words/","No"
"1093","Validate IP Address","2","Medium","https://leetcode.com/problems/validate-ip-address/","No"
"1094","Unique Substrings in Wraparound String","2","Medium","https://leetcode.com/problems/unique-substrings-in-wraparound-string/","No"
"1095","Count The Repetitions","3","Hard","https://leetcode.com/problems/count-the-repetitions/","No"
"1096","Can I Win","2","Medium","https://leetcode.com/problems/can-i-win/","No"
"1097","Island Perimeter","1","Easy","https://leetcode.com/problems/island-perimeter/","No"
"1098","Minimum Moves to Equal Array Elements II","2","Medium","https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/","No"
"1099","Hamming Distance","1","Easy","https://leetcode.com/problems/hamming-distance/","No"
"1100","LFU Cache","3","Hard","https://leetcode.com/problems/lfu-cache/","No"
"1101","Repeated Substring Pattern","1","Easy","https://leetcode.com/problems/repeated-substring-pattern/","No"
"1102","Poor Pigs","3","Hard","https://leetcode.com/problems/poor-pigs/","No"
"1103","Circular Array Loop","2","Medium","https://leetcode.com/problems/circular-array-loop/","No"
"1104","132 Pattern","2","Medium","https://leetcode.com/problems/132-pattern/","Yes"
"1105","Assign Cookies","1","Easy","https://leetcode.com/problems/assign-cookies/","No"
"1106","4Sum II","2","Medium","https://leetcode.com/problems/4sum-ii/","No"
"1107","Minimum Moves to Equal Array Elements","1","Easy","https://leetcode.com/problems/minimum-moves-to-equal-array-elements/","No"
"1108","Minimum Number of Arrows to Burst Balloons","2","Medium","https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/","Yes"
"1109","Sort Characters By Frequency","2","Medium","https://leetcode.com/problems/sort-characters-by-frequency/","Yes"
"1110","Delete Node in a BST","2","Medium","https://leetcode.com/problems/delete-node-in-a-bst/","No"
"1111","Serialize and Deserialize BST","2","Medium","https://leetcode.com/problems/serialize-and-deserialize-bst/","No"
"1112","Find All Numbers Disappeared in an Array","1","Easy","https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array/","No"
"1113","Number of Boomerangs","2","Medium","https://leetcode.com/problems/number-of-boomerangs/","No"
"1114","Arithmetic Slices II - Subsequence","3","Hard","https://leetcode.com/problems/arithmetic-slices-ii-subsequence/","No"
"1115","Add Two Numbers II","2","Medium","https://leetcode.com/problems/add-two-numbers-ii/","No"
"1116","String Compression","2","Medium","https://leetcode.com/problems/string-compression/","No"
"1117","Find All Duplicates in an Array","2","Medium","https://leetcode.com/problems/find-all-duplicates-in-an-array/","No"
"1118","Arranging Coins","1","Easy","https://leetcode.com/problems/arranging-coins/","No"
"1119","K-th Smallest in Lexicographical Order","3","Hard","https://leetcode.com/problems/k-th-smallest-in-lexicographical-order/","No"
"1120","Find All Anagrams in a String","2","Medium","https://leetcode.com/problems/find-all-anagrams-in-a-string/","No"
"1121","Path Sum III","2","Medium","https://leetcode.com/problems/path-sum-iii/","No"
"1122","Find Right Interval","2","Medium","https://leetcode.com/problems/find-right-interval/","No"
"1123","Non-overlapping Intervals","2","Medium","https://leetcode.com/problems/non-overlapping-intervals/","No"
"1124","Number of Segments in a String","1","Easy","https://leetcode.com/problems/number-of-segments-in-a-string/","No"
"1125","Minimum Genetic Mutation","2","Medium","https://leetcode.com/problems/minimum-genetic-mutation/","No"
"1126","All O`one Data Structure","3","Hard","https://leetcode.com/problems/all-oone-data-structure/","No"
"1127","Longest Repeating Character Replacement","2","Medium","https://leetcode.com/problems/longest-repeating-character-replacement/","No"
"1128","Reconstruct Original Digits from English","2","Medium","https://leetcode.com/problems/reconstruct-original-digits-from-english/","No"
"1129","Maximum XOR of Two Numbers in an Array","2","Medium","https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/","No"
"1130","Strong Password Checker","3","Hard","https://leetcode.com/problems/strong-password-checker/","No"
"1131","Battleships in a Board","2","Medium","https://leetcode.com/problems/battleships-in-a-board/","No"
"1132","Pacific Atlantic Water Flow","2","Medium","https://leetcode.com/problems/pacific-atlantic-water-flow/","No"
"1133","Partition Equal Subset Sum","2","Medium","https://leetcode.com/problems/partition-equal-subset-sum/","No"
"1134","Add Strings","1","Easy","https://leetcode.com/problems/add-strings/","No"
"1135","Third Maximum Number","1","Easy","https://leetcode.com/problems/third-maximum-number/","No"
"1136","Arithmetic Slices","2","Medium","https://leetcode.com/problems/arithmetic-slices/","No"
"1137","Fizz Buzz","1","Easy","https://leetcode.com/problems/fizz-buzz/","No"
"1138","Split Array Largest Sum","3","Hard","https://leetcode.com/problems/split-array-largest-sum/","No"
"1139","Longest Palindrome","1","Easy","https://leetcode.com/problems/longest-palindrome/","No"
"1140","Trapping Rain Water II","3","Hard","https://leetcode.com/problems/trapping-rain-water-ii/","No"
"1141","Queue Reconstruction by Height","2","Medium","https://leetcode.com/problems/queue-reconstruction-by-height/","No"
"1142","Convert a Number to Hexadecimal","1","Easy","https://leetcode.com/problems/convert-a-number-to-hexadecimal/","No"
"1143","Sum of Left Leaves","1","Easy","https://leetcode.com/problems/sum-of-left-leaves/","No"
"1144","Frog Jump","3","Hard","https://leetcode.com/problems/frog-jump/","No"
"1145","Remove K Digits","2","Medium","https://leetcode.com/problems/remove-k-digits/","No"
"1146","Binary Watch","1","Easy","https://leetcode.com/problems/binary-watch/","No"
"1147","Nth Digit","2","Medium","https://leetcode.com/problems/nth-digit/","No"
"1148","Evaluate Division","2","Medium","https://leetcode.com/problems/evaluate-division/","No"
"1149","Random Pick Index","2","Medium","https://leetcode.com/problems/random-pick-index/","No"
"1150","Integer Replacement","2","Medium","https://leetcode.com/problems/integer-replacement/","No"
"1151","Rotate Function","2","Medium","https://leetcode.com/problems/rotate-function/","No"
"1152","Longest Substring with At Least K Repeating Characters","2","Medium","https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters/","No"
"1153","Decode String","2","Medium","https://leetcode.com/problems/decode-string/","No"
"1154","UTF-8 Validation","2","Medium","https://leetcode.com/problems/utf-8-validation/","No"
"1155","Is Subsequence","1","Easy","https://leetcode.com/problems/is-subsequence/","No"
"1156","Perfect Rectangle","3","Hard","https://leetcode.com/problems/perfect-rectangle/","No"
"1157","Elimination Game","2","Medium","https://leetcode.com/problems/elimination-game/","No"
"1158","Find the Difference","1","Easy","https://leetcode.com/problems/find-the-difference/","No"
"1159","Longest Absolute File Path","2","Medium","https://leetcode.com/problems/longest-absolute-file-path/","No"
"1160","First Unique Character in a String","1","Easy","https://leetcode.com/problems/first-unique-character-in-a-string/","Yes"
"1161","Lexicographical Numbers","2","Medium","https://leetcode.com/problems/lexicographical-numbers/","No"
"1162","Mini Parser","2","Medium","https://leetcode.com/problems/mini-parser/","No"
"1163","Shuffle an Array","2","Medium","https://leetcode.com/problems/shuffle-an-array/","No"
"1164","Ransom Note","1","Easy","https://leetcode.com/problems/ransom-note/","No"
"1165","Linked List Random Node","2","Medium","https://leetcode.com/problems/linked-list-random-node/","Yes"
"1166","Insert Delete GetRandom O(1) - Duplicates allowed","3","Hard","https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed/","No"
"1167","Insert Delete GetRandom O(1)","2","Medium","https://leetcode.com/problems/insert-delete-getrandom-o1/","No"
"1168","Kth Smallest Element in a Sorted Matrix","2","Medium","https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/","No"
"1169","Combination Sum IV","2","Medium","https://leetcode.com/problems/combination-sum-iv/","No"
"1170","Wiggle Subsequence","2","Medium","https://leetcode.com/problems/wiggle-subsequence/","No"
"1171","Guess Number Higher or Lower II","2","Medium","https://leetcode.com/problems/guess-number-higher-or-lower-ii/","No"
"1172","Guess Number Higher or Lower","1","Easy","https://leetcode.com/problems/guess-number-higher-or-lower/","Yes"
"1173","Find K Pairs with Smallest Sums","2","Medium","https://leetcode.com/problems/find-k-pairs-with-smallest-sums/","No"
"1174","Super Pow","2","Medium","https://leetcode.com/problems/super-pow/","No"
"1175","Sum of Two Integers","2","Medium","https://leetcode.com/problems/sum-of-two-integers/","No"
"1176","Largest Divisible Subset","2","Medium","https://leetcode.com/problems/largest-divisible-subset/","No"
"1177","Valid Perfect Square","1","Easy","https://leetcode.com/problems/valid-perfect-square/","Yes"
"1178","Water and Jug Problem","2","Medium","https://leetcode.com/problems/water-and-jug-problem/","Yes"
"1179","Max Sum of Rectangle No Larger Than K","3","Hard","https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k/","No"
"1180","Count Numbers with Unique Digits","2","Medium","https://leetcode.com/problems/count-numbers-with-unique-digits/","No"
"1181","Design Twitter","2","Medium","https://leetcode.com/problems/design-twitter/","No"
"1182","Russian Doll Envelopes","3","Hard","https://leetcode.com/problems/russian-doll-envelopes/","No"
"1183","Data Stream as Disjoint Intervals","3","Hard","https://leetcode.com/problems/data-stream-as-disjoint-intervals/","No"
"1184","Intersection of Two Arrays II","1","Easy","https://leetcode.com/problems/intersection-of-two-arrays-ii/","No"
"1185","Intersection of Two Arrays","1","Easy","https://leetcode.com/problems/intersection-of-two-arrays/","Yes"
"1186","Top K Frequent Elements","2","Medium","https://leetcode.com/problems/top-k-frequent-elements/","Yes"
"1187","Reverse Vowels of a String","1","Easy","https://leetcode.com/problems/reverse-vowels-of-a-string/","No"
"1188","Reverse String","1","Easy","https://leetcode.com/problems/reverse-string/","No"
"1189","Integer Break","2","Medium","https://leetcode.com/problems/integer-break/","No"
"1190","Power of Four","1","Easy","https://leetcode.com/problems/power-of-four/","No"
"1191","Flatten Nested List Iterator","2","Medium","https://leetcode.com/problems/flatten-nested-list-iterator/","No"
"1192","Counting Bits","1","Easy","https://leetcode.com/problems/counting-bits/","Yes"
"1193","House Robber III","2","Medium","https://leetcode.com/problems/house-robber-iii/","No"
"1194","Palindrome Pairs","3","Hard","https://leetcode.com/problems/palindrome-pairs/","No"
"1195","Self Crossing","3","Hard","https://leetcode.com/problems/self-crossing/","No"
"1196","Increasing Triplet Subsequence","2","Medium","https://leetcode.com/problems/increasing-triplet-subsequence/","No"
"1197","Reconstruct Itinerary","2","Medium","https://leetcode.com/problems/reconstruct-itinerary/","No"
"1198","Verify Preorder Serialization of a Binary Tree","2","Medium","https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree/","No"
"1199","Patching Array","3","Hard","https://leetcode.com/problems/patching-array/","No"
"1200","Longest Increasing Path in a Matrix","3","Hard","https://leetcode.com/problems/longest-increasing-path-in-a-matrix/","No"
"1201","Odd Even Linked List","2","Medium","https://leetcode.com/problems/odd-even-linked-list/","Yes"
"1202","Count of Range Sum","3","Hard","https://leetcode.com/problems/count-of-range-sum/","No"
"1203","Power of Three","1","Easy","https://leetcode.com/problems/power-of-three/","No"
"1204","Wiggle Sort II","2","Medium","https://leetcode.com/problems/wiggle-sort-ii/","No"
"1205","Coin Change","2","Medium","https://leetcode.com/problems/coin-change/","No"
"1206","Create Maximum Number","3","Hard","https://leetcode.com/problems/create-maximum-number/","No"
"1207","Bulb Switcher","2","Medium","https://leetcode.com/problems/bulb-switcher/","Yes"
"1208","Maximum Product of Word Lengths","2","Medium","https://leetcode.com/problems/maximum-product-of-word-lengths/","No"
"1209","Remove Duplicate Letters","2","Medium","https://leetcode.com/problems/remove-duplicate-letters/","No"
"1210","Count of Smaller Numbers After Self","3","Hard","https://leetcode.com/problems/count-of-smaller-numbers-after-self/","No"
"1211","Super Ugly Number","2","Medium","https://leetcode.com/problems/super-ugly-number/","No"
"1212","Burst Balloons","3","Hard","https://leetcode.com/problems/burst-balloons/","No"
"1213","Minimum Height Trees","2","Medium","https://leetcode.com/problems/minimum-height-trees/","No"
"1214","Best Time to Buy and Sell Stock with Cooldown","2","Medium","https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/","No"
"1215","Range Sum Query - Mutable","2","Medium","https://leetcode.com/problems/range-sum-query-mutable/","No"
"1216","Additive Number","2","Medium","https://leetcode.com/problems/additive-number/","No"
"1217","Range Sum Query 2D - Immutable","2","Medium","https://leetcode.com/problems/range-sum-query-2d-immutable/","No"
"1218","Range Sum Query - Immutable","1","Easy","https://leetcode.com/problems/range-sum-query-immutable/","No"
"1219","Remove Invalid Parentheses","3","Hard","https://leetcode.com/problems/remove-invalid-parentheses/","No"
"1220","Longest Increasing Subsequence","2","Medium","https://leetcode.com/problems/longest-increasing-subsequence/","Yes"
"1221","Bulls and Cows","2","Medium","https://leetcode.com/problems/bulls-and-cows/","Yes"
"1222","Serialize and Deserialize Binary Tree","3","Hard","https://leetcode.com/problems/serialize-and-deserialize-binary-tree/","No"
"1223","Find Median from Data Stream","3","Hard","https://leetcode.com/problems/find-median-from-data-stream/","No"
"1224","Nim Game","1","Easy","https://leetcode.com/problems/nim-game/","No"
"1225","Word Pattern","1","Easy","https://leetcode.com/problems/word-pattern/","No"
"1226","Game of Life","2","Medium","https://leetcode.com/problems/game-of-life/","Yes"
"1227","Find the Duplicate Number","2","Medium","https://leetcode.com/problems/find-the-duplicate-number/","No"
"1228","Peeking Iterator","2","Medium","https://leetcode.com/problems/peeking-iterator/","No"
"1229","Move Zeroes","1","Easy","https://leetcode.com/problems/move-zeroes/","No"
"1230","Expression Add Operators","3","Hard","https://leetcode.com/problems/expression-add-operators/","No"
"1231","Perfect Squares","2","Medium","https://leetcode.com/problems/perfect-squares/","No"
"1232","First Bad Version","1","Easy","https://leetcode.com/problems/first-bad-version/","Yes"
"1233","H-Index II","2","Medium","https://leetcode.com/problems/h-index-ii/","No"
"1234","H-Index","2","Medium","https://leetcode.com/problems/h-index/","No"
"1235","Integer to English Words","3","Hard","https://leetcode.com/problems/integer-to-english-words/","No"
"1236","Missing Number","1","Easy","https://leetcode.com/problems/missing-number/","Yes"
"1237","Ugly Number II","2","Medium","https://leetcode.com/problems/ugly-number-ii/","Yes"
"1238","Ugly Number","1","Easy","https://leetcode.com/problems/ugly-number/","No"
"1239","Single Number III","2","Medium","https://leetcode.com/problems/single-number-iii/","No"
"1240","Add Digits","1","Easy","https://leetcode.com/problems/add-digits/","No"
"1241","Binary Tree Paths","1","Easy","https://leetcode.com/problems/binary-tree-paths/","No"
"1242","Valid Anagram","1","Easy","https://leetcode.com/problems/valid-anagram/","No"
"1243","Different Ways to Add Parentheses","2","Medium","https://leetcode.com/problems/different-ways-to-add-parentheses/","No"
"1244","Search a 2D Matrix II","2","Medium","https://leetcode.com/problems/search-a-2d-matrix-ii/","No"
"1245","Sliding Window Maximum","3","Hard","https://leetcode.com/problems/sliding-window-maximum/","Yes"
"1246","Product of Array Except Self","2","Medium","https://leetcode.com/problems/product-of-array-except-self/","No"
"1247","Delete Node in a Linked List","1","Easy","https://leetcode.com/problems/delete-node-in-a-linked-list/","No"
"1248","Lowest Common Ancestor of a Binary Tree","2","Medium","https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/","No"
"1249","Lowest Common Ancestor of a Binary Search Tree","1","Easy","https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/","No"
"1250","Palindrome Linked List","1","Easy","https://leetcode.com/problems/palindrome-linked-list/","Yes"
"1251","Number of Digit One","3","Hard","https://leetcode.com/problems/number-of-digit-one/","No"
"1252","Implement Queue using Stacks","1","Easy","https://leetcode.com/problems/implement-queue-using-stacks/","No"
"1253","Power of Two","1","Easy","https://leetcode.com/problems/power-of-two/","No"
"1254","Kth Smallest Element in a BST","2","Medium","https://leetcode.com/problems/kth-smallest-element-in-a-bst/","Yes"
"1255","Majority Element II","2","Medium","https://leetcode.com/problems/majority-element-ii/","Yes"
"1256","Summary Ranges","1","Easy","https://leetcode.com/problems/summary-ranges/","No"
"1257","Basic Calculator II","2","Medium","https://leetcode.com/problems/basic-calculator-ii/","No"
"1258","Invert Binary Tree","1","Easy","https://leetcode.com/problems/invert-binary-tree/","No"
"1259","Implement Stack using Queues","1","Easy","https://leetcode.com/problems/implement-stack-using-queues/","No"
"1260","Basic Calculator","3","Hard","https://leetcode.com/problems/basic-calculator/","No"
"1261","Rectangle Area","2","Medium","https://leetcode.com/problems/rectangle-area/","No"
"1262","Count Complete Tree Nodes","2","Medium","https://leetcode.com/problems/count-complete-tree-nodes/","No"
"1263","Maximal Square","2","Medium","https://leetcode.com/problems/maximal-square/","Yes"
"1264","Contains Duplicate III","2","Medium","https://leetcode.com/problems/contains-duplicate-iii/","Yes"
"1265","Contains Duplicate II","1","Easy","https://leetcode.com/problems/contains-duplicate-ii/","Yes"
"1266","The Skyline Problem","3","Hard","https://leetcode.com/problems/the-skyline-problem/","No"
